booking_id,check_in,nights,lead_time_days,adults,children,country,room_type,market_segment,adr_eur,is_cancelled,revenue_eur
2246,2025-09-27,13,23,2,2,Spain,Standard,OTA,63.7,0,828.1
2247,2025-11-28,1,45,4,0,UAE,Standard,OTA,83.45,1,0.0
2248,2025-10-05,13,73,4,0,Egypt,Family,OTA,127.85,0,1662.05
2249,2025-07-04,9,137,2,2,Spain,Deluxe,Corporate,151.33,0,1361.97
2250,2025-09-04,4,16,2,0,Turkey,Family,Direct,196.63,0,786.52
2251,2026-01-18,11,123,2,2,Greece,Superior,Travel Agency,73.49,0,808.39
2252,2025-04-06,2,66,4,2,Portugal,Suite,Corporate,269.78,0,539.56
2253,2025-11-21,4,16,2,0,Turkey,Standard,Travel Agency,147.77,0,591.08
2254,2025-10-20,4,112,2,1,Egypt,Standard,OTA,78.41,0,313.64
2255,2025-02-23,12,135,2,2,Spain,Standard,Direct,74.5,1,0.0
2256,2026-05-07,4,21,2,0,Italy,Deluxe,Direct,146.81,0,587.24
2257,2025-03-08,5,58,2,1,Egypt,Superior,Direct,112.57,0,562.85
2258,2025-01-16,8,140,1,2,Portugal,Standard,Direct,72.56,0,580.48
2259,2026-02-20,11,134,2,1,Turkey,Superior,Travel Agency,61.63,0,677.93
2260,2026-04-11,14,13,2,2,Spain,Superior,Corporate,106.27,0,1487.78
2261,2025-07-22,4,18,2,0,France,Superior,Direct,85.52,0,342.08
2262,2026-02-18,1,13,2,0,Spain,Superior,Corporate,114.08,0,114.08
2263,2025-12-10,11,176,2,0,UAE,Superior,OTA,142.85,0,1571.35
2264,2025-10-23,12,24,1,0,France,Standard,Corporate,56.28,0,675.36
2265,2026-02-23,8,9,1,0,Italy,Deluxe,Travel Agency,193.83,1,0.0
2266,2025-05-26,1,24,2,1,Greece,Superior,OTA,100.87,0,100.87
2267,2025-05-12,3,34,2,0,Spain,Deluxe,OTA,128.99,1,0.0
2268,2025-05-14,3,170,2,0,UAE,Family,OTA,192.18,0,576.54
2269,2025-01-29,2,169,4,2,Spain,Standard,Direct,68.05,0,136.1
2270,2025-08-01,5,136,2,0,Greece,Suite,Direct,238.88,0,1194.4
2271,2025-07-17,4,164,2,0,France,Suite,Corporate,240.58,0,962.32
2272,2025-04-30,13,54,2,0,Turkey,Deluxe,Corporate,165.62,0,2153.06
2273,2025-10-18,6,32,2,0,France,Suite,Corporate,238.14,0,1428.84
2274,2025-11-02,13,76,3,1,Egypt,Standard,OTA,75.39,0,980.07
2275,2025-09-28,10,131,2,1,Greece,Deluxe,OTA,140.24,0,1402.4
2276,2025-02-25,12,149,2,0,Egypt,Family,Corporate,187.9,0,2254.8
2277,2025-09-06,5,169,3,2,UAE,Superior,Corporate,96.8,0,484.0
2278,2025-08-26,6,103,1,0,France,Family,Corporate,208.83,0,1252.98
2279,2026-01-15,14,85,3,0,Turkey,Family,Corporate,175.86,1,0.0
2280,2025-06-11,6,63,4,2,Spain,Suite,Corporate,197.98,0,1187.88
2281,2026-03-03,5,26,2,1,UAE,Superior,OTA,117.74,0,588.7
2282,2026-02-19,14,148,4,0,France,Deluxe,Corporate,161.89,0,2266.46
2283,2025-10-05,13,100,2,0,Greece,Deluxe,OTA,184.16,0,2394.08
2284,2026-02-22,3,162,3,2,UAE,Superior,OTA,91.56,0,274.68
2285,2025-10-24,4,99,2,2,France,Deluxe,Direct,128.08,0,512.32
2286,2025-12-13,8,20,2,1,Egypt,Superior,OTA,126.51,0,1012.08
2287,2025-11-28,5,54,4,0,Egypt,Suite,Travel Agency,269.19,0,1345.95
2288,2026-05-28,12,109,2,2,Spain,Family,Direct,155.62,0,1867.44
2289,2026-02-07,12,137,2,0,Portugal,Suite,OTA,246.81,0,2961.72
2290,2025-03-21,7,24,2,0,Italy,Standard,Corporate,78.57,0,549.99
2291,2026-06-12,11,50,4,1,Italy,Standard,OTA,61.44,0,675.84
2292,2025-01-24,8,53,2,0,Egypt,Standard,Corporate,77.1,0,616.8
2293,2025-06-20,13,1,1,0,Egypt,Family,Direct,202.13,0,2627.69
2294,2025-05-24,7,70,3,0,Italy,Superior,Direct,110.96,1,0.0
2295,2025-10-20,7,50,3,0,Portugal,Family,OTA,170.79,0,1195.53
2296,2025-11-28,11,71,2,2,France,Family,Travel Agency,190.09,0,2090.99
2297,2025-12-19,13,103,2,0,Italy,Family,OTA,204.68,1,0.0
2298,2025-11-04,1,55,2,2,Turkey,Suite,Direct,215.88,0,215.88
2299,2025-04-23,3,164,2,1,Turkey,Suite,Corporate,247.86,0,743.58
2300,2025-04-01,10,104,2,0,Egypt,Suite,OTA,231.03,0,2310.3
2301,2025-08-12,6,56,3,0,Spain,Standard,Corporate,81.08,0,486.48
2302,2025-04-21,3,89,3,0,Italy,Family,OTA,192.17,0,576.51
2303,2025-10-06,12,149,1,0,Greece,Superior,OTA,102.92,0,1235.04
2304,2025-10-06,5,55,2,1,Portugal,Superior,Travel Agency,59.37,0,296.85
2305,2025-04-13,5,11,3,2,Turkey,Standard,Direct,77.95,0,389.75
2306,2025-03-14,14,111,2,2,Greece,Standard,Direct,104.78,0,1466.92
2307,2025-09-15,9,23,1,1,Spain,Deluxe,Direct,161.25,0,1451.25
2308,2025-01-26,1,79,4,0,Spain,Superior,Corporate,107.39,0,107.39
2309,2026-03-04,2,103,3,0,Italy,Suite,Direct,243.49,0,486.98
2310,2025-09-10,5,36,1,0,Turkey,Suite,Travel Agency,241.63,0,1208.15
2311,2025-11-06,9,66,2,0,Greece,Deluxe,OTA,106.41,0,957.69
2312,2025-03-18,7,15,4,1,Italy,Family,Direct,178.92,0,1252.44
2313,2025-07-30,9,97,1,0,UAE,Family,Direct,143.24,0,1289.16
2314,2025-03-30,13,126,1,0,France,Standard,Travel Agency,108.87,0,1415.31
2315,2025-01-17,3,77,2,0,France,Suite,Direct,207.73,0,623.19
2316,2025-10-24,2,30,2,2,Portugal,Deluxe,Travel Agency,139.83,0,279.66
2317,2025-05-20,8,178,1,2,Greece,Family,Corporate,160.22,0,1281.76
2318,2026-06-07,6,125,2,0,Egypt,Superior,Direct,148.88,0,893.28
2319,2025-09-02,9,20,1,1,Turkey,Suite,Direct,267.67,0,2409.03
2320,2026-01-24,2,147,2,0,Greece,Superior,Direct,53.13,0,106.26
2321,2025-12-23,5,12,1,0,Italy,Deluxe,OTA,149.7,1,0.0
2322,2025-12-06,1,105,3,1,France,Family,Direct,146.98,0,146.98
2323,2026-02-21,9,64,2,0,France,Deluxe,OTA,154.02,0,1386.18
2324,2026-05-24,12,79,1,0,France,Deluxe,Travel Agency,166.56,0,1998.72
2325,2026-05-14,12,16,4,1,Turkey,Suite,Travel Agency,246.13,0,2953.56
2326,2026-03-13,7,154,2,2,Greece,Standard,Direct,98.17,0,687.19
2327,2026-01-14,2,151,4,0,Egypt,Family,Travel Agency,168.57,0,337.14
2328,2026-02-16,4,93,2,2,Turkey,Superior,OTA,116.94,0,467.76
2329,2026-04-05,11,22,2,0,Egypt,Family,OTA,192.21,1,0.0
2330,2026-01-06,7,93,1,0,Egypt,Standard,Corporate,68.91,1,0.0
2331,2025-01-24,11,10,1,0,Turkey,Standard,OTA,58.65,0,645.15
2332,2025-01-06,14,96,3,1,France,Deluxe,Direct,133.92,0,1874.88
2333,2026-06-09,8,26,1,0,Egypt,Family,Direct,172.06,0,1376.48
2334,2025-10-06,13,25,2,0,France,Standard,Corporate,80.38,0,1044.94
2335,2026-02-22,3,49,3,0,Italy,Deluxe,OTA,158.41,0,475.23
2336,2025-05-24,4,36,3,0,France,Superior,OTA,91.57,0,366.28
2337,2025-10-18,1,137,2,1,UAE,Superior,OTA,127.98,0,127.98
2338,2026-01-02,10,151,3,0,Spain,Standard,Travel Agency,125.49,0,1254.9
2339,2025-04-05,1,141,2,1,Italy,Superior,Travel Agency,95.39,0,95.39
2340,2025-04-15,12,29,2,0,Spain,Deluxe,OTA,211.31,1,0.0
2341,2025-11-23,13,113,2,0,France,Standard,Corporate,129.59,0,1684.67
2342,2025-10-24,2,163,4,0,Portugal,Suite,Direct,240.3,0,480.6
2343,2026-04-21,9,61,1,0,Spain,Standard,Direct,76.32,1,0.0
2344,2025-11-04,2,159,2,0,Greece,Deluxe,Direct,133.58,0,267.16
2345,2025-12-07,14,32,3,0,Turkey,Deluxe,Corporate,171.85,0,2405.9
2346,2026-02-24,13,116,2,0,Spain,Superior,Direct,111.96,0,1455.48
2347,2026-06-07,11,142,3,0,Spain,Family,OTA,179.57,0,1975.27
2348,2025-12-19,8,143,4,0,Greece,Family,Direct,154.14,0,1233.12
2349,2025-05-30,2,56,4,2,Portugal,Deluxe,OTA,172.62,0,345.24
2350,2026-02-17,10,147,1,0,UAE,Suite,Travel Agency,234.35,0,2343.5
2351,2025-12-19,8,95,3,2,Turkey,Standard,Travel Agency,53.63,0,429.04
2352,2025-07-11,10,0,2,2,Egypt,Suite,Direct,238.32,0,2383.2
2353,2025-11-02,6,39,3,2,Egypt,Standard,Corporate,60.63,1,0.0
2354,2025-03-10,12,12,2,0,Egypt,Family,OTA,209.2,1,0.0
2355,2025-08-28,8,69,2,1,Spain,Standard,Corporate,129.17,0,1033.36
2356,2025-11-22,3,113,2,0,Greece,Family,Direct,174.02,0,522.06
2357,2025-11-03,10,141,1,0,UAE,Superior,Direct,136.88,0,1368.8
2358,2026-06-09,5,49,2,1,France,Suite,Corporate,266.18,0,1330.9
2359,2025-10-30,5,77,2,1,France,Deluxe,Direct,76.14,0,380.7
2360,2026-06-29,5,172,2,0,France,Deluxe,OTA,133.96,0,669.8
2361,2025-08-06,5,131,1,0,Turkey,Standard,Corporate,83.06,0,415.3
2362,2025-05-10,5,28,4,0,UAE,Superior,Corporate,99.53,0,497.65
2363,2025-04-21,6,136,2,0,Portugal,Deluxe,Direct,132.11,0,792.66
2364,2026-01-29,3,127,3,1,Spain,Superior,Travel Agency,138.04,0,414.12
2365,2025-06-18,6,115,1,0,Greece,Superior,OTA,98.58,0,591.48
2366,2025-12-13,11,153,2,0,France,Superior,Direct,118.47,0,1303.17
2367,2025-11-26,11,137,2,2,Egypt,Superior,Direct,135.54,0,1490.94
2368,2025-10-14,1,35,3,1,Egypt,Superior,Direct,145.91,1,0.0
2369,2026-03-30,3,25,2,0,France,Suite,OTA,213.75,1,0.0
2370,2025-05-15,1,77,1,1,Portugal,Suite,OTA,215.69,0,215.69
2371,2025-05-03,6,175,2,2,France,Family,Corporate,180.6,0,1083.6
2372,2025-08-03,8,1,2,0,France,Deluxe,Direct,101.34,0,810.72
2373,2025-08-09,2,59,3,0,Spain,Deluxe,Travel Agency,126.79,0,253.58
2374,2025-01-08,3,38,1,1,Italy,Suite,Direct,271.09,0,813.27
2375,2025-04-19,10,61,4,0,Greece,Deluxe,OTA,165.88,0,1658.8
2376,2026-05-17,10,124,1,2,Spain,Standard,Direct,77.06,1,0.0
2377,2025-01-23,3,148,4,0,Egypt,Standard,Corporate,91.87,0,275.61
2378,2025-05-30,3,87,2,0,Portugal,Standard,Travel Agency,97.69,0,293.07
2379,2025-12-29,10,79,1,1,France,Superior,Direct,75.61,0,756.1
2380,2025-10-20,13,88,4,0,France,Superior,Direct,98.16,0,1276.08
2381,2026-01-30,11,160,2,1,Italy,Deluxe,Travel Agency,209.23,0,2301.53
2382,2026-01-21,5,112,4,0,Greece,Family,Direct,209.89,0,1049.45
2383,2025-05-02,10,75,2,0,Italy,Standard,Corporate,86.05,0,860.5
2384,2026-05-26,7,107,4,1,UAE,Standard,Travel Agency,87.54,1,0.0
2385,2025-07-01,11,120,4,1,Italy,Superior,Direct,109.09,0,1199.99
2386,2025-06-13,9,22,4,0,Portugal,Suite,Direct,196.55,0,1768.95
2387,2026-02-21,11,18,4,2,Spain,Superior,OTA,95.01,0,1045.11
2388,2025-09-09,2,172,1,1,Portugal,Suite,Corporate,250.3,0,500.6
2389,2025-01-25,7,161,2,1,Greece,Deluxe,OTA,138.72,0,971.04
2390,2025-05-19,3,50,4,1,Italy,Suite,Travel Agency,214.55,0,643.65
2391,2025-06-09,2,35,2,2,Turkey,Suite,Travel Agency,217.49,0,434.98
2392,2026-03-01,4,127,1,0,Turkey,Superior,Travel Agency,145.49,1,0.0
2393,2025-07-17,1,10,1,0,Portugal,Deluxe,OTA,137.43,0,137.43
2394,2025-06-02,14,62,4,0,Greece,Superior,Travel Agency,139.47,0,1952.58
2395,2026-03-24,6,153,4,2,Egypt,Family,OTA,182.65,0,1095.9
2396,2025-05-10,8,137,4,0,Italy,Family,OTA,169.22,0,1353.76
2397,2026-05-24,7,87,3,0,UAE,Superior,OTA,91.01,0,637.07
2398,2025-02-12,2,25,2,0,Egypt,Deluxe,OTA,166.59,0,333.18
2399,2026-03-15,7,74,2,1,Portugal,Superior,Travel Agency,135.95,0,951.65
2400,2025-03-07,13,36,2,0,Turkey,Deluxe,Travel Agency,169.11,0,2198.43
2401,2025-08-14,13,63,2,0,Egypt,Deluxe,Corporate,117.85,0,1532.05
2402,2026-04-26,7,66,3,1,Turkey,Suite,Corporate,227.36,0,1591.52
2403,2025-06-13,3,71,3,0,UAE,Standard,Direct,70.16,0,210.48
2404,2025-11-11,7,160,2,0,Spain,Family,OTA,127.27,0,890.89
2405,2026-03-05,6,98,3,0,Italy,Superior,Direct,121.61,1,0.0
2406,2026-03-08,13,32,2,1,Portugal,Superior,OTA,125.23,0,1627.99
2407,2025-11-24,12,5,3,1,Greece,Deluxe,Travel Agency,164.31,0,1971.72
2408,2025-05-22,2,33,3,0,Turkey,Family,Travel Agency,184.93,0,369.86
2409,2025-01-05,3,37,2,0,Portugal,Family,Direct,167.18,0,501.54
2410,2025-10-21,6,126,4,2,Portugal,Superior,Travel Agency,90.1,0,540.6
2411,2025-04-30,14,133,2,0,Portugal,Standard,OTA,72.1,0,1009.4
2412,2025-08-24,11,156,3,0,Italy,Deluxe,Corporate,157.86,0,1736.46
2413,2025-05-28,13,62,2,1,France,Standard,Travel Agency,112.07,0,1456.91
2414,2025-11-21,2,101,2,1,Portugal,Standard,Corporate,81.95,0,163.9
2415,2025-07-21,7,161,2,0,Egypt,Superior,Direct,111.1,0,777.7
2416,2025-04-26,2,35,2,0,Spain,Suite,Travel Agency,194.11,0,388.22
2417,2026-05-31,5,32,2,0,Greece,Superior,OTA,119.53,0,597.65
2418,2026-03-10,14,115,4,2,Egypt,Standard,OTA,114.14,1,0.0
2419,2026-02-20,8,163,1,0,Egypt,Standard,Travel Agency,77.25,0,618.0
2420,2025-09-17,10,73,2,2,France,Standard,Travel Agency,75.4,0,754.0
2421,2026-03-06,5,145,4,0,Italy,Superior,OTA,100.61,1,0.0
2422,2025-09-25,10,94,1,2,Greece,Deluxe,Direct,167.49,0,1674.9
2423,2025-01-01,2,27,2,0,Egypt,Standard,Corporate,45.0,0,90.0
2424,2025-12-20,13,135,4,0,Spain,Superior,Direct,139.5,0,1813.5
2425,2025-10-20,5,163,1,0,Turkey,Standard,Travel Agency,74.33,0,371.65
2426,2025-09-05,2,89,2,1,UAE,Standard,OTA,90.0,0,180.0
2427,2025-12-05,4,133,4,0,Turkey,Suite,OTA,259.55,0,1038.2
2428,2026-05-04,5,117,2,0,Spain,Superior,Direct,87.21,1,0.0
2429,2025-01-13,2,103,3,0,Egypt,Deluxe,Corporate,149.5,0,299.0
2430,2025-04-23,8,115,3,0,Spain,Standard,Direct,73.8,1,0.0
2431,2025-06-08,8,168,1,1,Greece,Family,Direct,146.65,0,1173.2
2432,2026-03-23,2,27,2,2,Egypt,Family,Corporate,200.73,0,401.46
2433,2025-04-26,2,145,3,1,Egypt,Family,Travel Agency,166.84,0,333.68
2434,2026-06-18,4,169,2,0,Egypt,Standard,Corporate,50.73,0,202.92
2435,2025-02-12,12,82,1,0,Greece,Deluxe,OTA,150.99,1,0.0
2436,2025-09-19,6,164,3,0,UAE,Family,Travel Agency,139.43,0,836.58
2437,2026-03-27,12,38,3,0,Greece,Deluxe,OTA,138.73,0,1664.76
2438,2025-09-11,10,167,3,2,France,Deluxe,OTA,157.35,1,0.0
2439,2026-02-02,7,168,2,0,Portugal,Family,Travel Agency,137.15,0,960.05
2440,2025-02-14,2,174,2,2,Turkey,Family,Corporate,190.77,0,381.54
2441,2026-05-12,10,53,1,0,Spain,Superior,Travel Agency,112.28,0,1122.8
2442,2025-07-29,3,118,2,1,Egypt,Family,OTA,194.71,0,584.13
2443,2025-09-19,6,17,4,0,Spain,Superior,Travel Agency,129.41,0,776.46
2444,2025-05-09,14,132,2,0,Egypt,Standard,OTA,67.9,0,950.6
2445,2025-01-05,13,139,2,0,Spain,Suite,Corporate,228.55,0,2971.15
2446,2025-05-09,12,2,4,1,Greece,Suite,OTA,251.88,0,3022.56
2447,2026-05-11,13,121,2,1,Italy,Standard,Travel Agency,53.6,0,696.8
2448,2025-05-24,6,32,4,1,Egypt,Superior,Direct,83.75,0,502.5
2449,2025-03-04,1,113,1,0,Italy,Standard,OTA,64.58,0,64.58
2450,2025-10-13,3,49,2,0,Portugal,Superior,Direct,76.3,1,0.0
2451,2025-12-24,12,168,2,1,Portugal,Standard,Corporate,50.48,0,605.76
2452,2025-05-04,11,148,3,1,Italy,Family,Travel Agency,146.21,0,1608.31
2453,2026-03-21,6,102,2,1,Egypt,Deluxe,Direct,141.92,0,851.52
2454,2026-01-22,9,60,2,0,Turkey,Standard,Direct,70.82,0,637.38
2455,2026-01-11,3,41,2,0,Egypt,Deluxe,OTA,173.7,0,521.1
2456,2026-04-15,10,51,4,0,France,Standard,Direct,72.35,0,723.5
2457,2025-09-22,4,159,4,0,Portugal,Standard,Travel Agency,77.62,0,310.48
2458,2025-10-19,8,171,2,1,Spain,Standard,Travel Agency,123.26,0,986.08
2459,2026-05-20,13,163,3,0,Italy,Deluxe,Direct,93.86,0,1220.18
2460,2025-04-09,1,17,2,0,Egypt,Standard,Direct,84.89,0,84.89
2461,2026-06-01,1,34,2,0,Greece,Deluxe,Corporate,144.36,0,144.36
2462,2025-12-11,10,116,3,0,Greece,Deluxe,Travel Agency,157.39,0,1573.9
2463,2026-06-04,9,52,2,1,Italy,Suite,OTA,226.03,1,0.0
2464,2025-04-21,5,146,2,1,Italy,Deluxe,Corporate,142.2,0,711.0
2465,2025-09-06,12,129,2,1,Turkey,Superior,OTA,140.72,0,1688.64
2466,2025-01-24,4,23,2,0,Egypt,Family,Travel Agency,186.53,0,746.12
2467,2025-05-30,13,132,2,0,Egypt,Suite,Travel Agency,233.39,0,3034.07
2468,2025-09-28,14,151,2,1,France,Deluxe,Direct,130.64,1,0.0
2469,2025-02-10,13,8,4,0,Spain,Suite,Corporate,213.52,0,2775.76
2470,2025-02-20,2,77,4,1,Spain,Deluxe,Direct,137.49,0,274.98
2471,2025-01-25,9,86,2,0,France,Family,Direct,105.65,0,950.85
2472,2026-02-15,11,51,4,0,Greece,Superior,Travel Agency,105.51,0,1160.61
2473,2026-03-07,14,167,2,1,Greece,Standard,Direct,123.14,0,1723.96
2474,2025-03-01,1,9,3,0,Greece,Standard,Corporate,83.05,0,83.05
2475,2026-06-18,2,0,2,2,Spain,Superior,OTA,93.32,1,0.0
2476,2025-12-10,12,71,1,0,France,Suite,Direct,183.95,0,2207.4
2477,2025-08-24,1,67,4,0,Portugal,Family,Corporate,154.99,0,154.99
2478,2025-04-01,4,106,2,0,Spain,Suite,Direct,227.53,0,910.12
2479,2025-05-24,3,172,4,1,Italy,Deluxe,Travel Agency,155.43,0,466.29
2480,2026-04-15,12,65,2,0,UAE,Superior,Direct,98.38,0,1180.56
2481,2025-04-01,1,89,4,2,Greece,Superior,Direct,154.57,0,154.57
2482,2026-03-20,8,51,3,1,Turkey,Superior,Direct,103.82,0,830.56
2483,2025-05-08,12,78,2,1,Greece,Family,Corporate,199.63,0,2395.56
2484,2025-12-31,11,7,4,0,Egypt,Family,Corporate,135.35,0,1488.85
2485,2026-05-06,12,25,3,1,Portugal,Family,OTA,173.17,0,2078.04
2486,2026-06-28,9,55,2,0,Egypt,Suite,Travel Agency,220.23,1,0.0
2487,2025-01-26,2,167,2,0,Portugal,Family,OTA,200.4,0,400.8
2488,2025-06-12,3,108,2,1,Portugal,Suite,Direct,229.92,0,689.76
2489,2025-07-19,8,164,2,0,Egypt,Deluxe,OTA,181.52,1,0.0
2490,2025-07-11,9,164,3,2,Spain,Family,Travel Agency,190.42,0,1713.78
2491,2025-09-05,13,81,3,2,Italy,Superior,Travel Agency,96.78,0,1258.14
2492,2025-12-16,10,122,2,1,France,Family,Travel Agency,148.11,0,1481.1
2493,2026-05-23,7,75,1,2,Greece,Suite,Travel Agency,221.6,0,1551.2
2494,2026-06-29,1,81,1,0,Turkey,Standard,Corporate,72.23,1,0.0
2495,2025-04-22,13,99,2,1,Greece,Suite,Direct,255.25,1,0.0
2496,2025-05-23,10,90,2,0,Italy,Suite,Corporate,239.0,0,2390.0
2497,2025-03-24,11,29,2,2,Egypt,Standard,Direct,99.87,0,1098.57
2498,2026-01-05,13,11,1,2,France,Deluxe,Travel Agency,183.73,0,2388.49
2499,2025-07-05,9,114,3,1,UAE,Family,Direct,175.3,0,1577.7
2500,2025-08-27,11,4,2,2,Greece,Standard,Direct,55.48,0,610.28
2501,2025-04-15,12,38,2,0,Italy,Suite,Corporate,248.55,0,2982.6
2502,2025-02-06,8,70,2,2,Spain,Family,Travel Agency,222.93,0,1783.44
2503,2025-06-02,3,41,2,0,Egypt,Suite,OTA,261.38,0,784.14
2504,2025-05-02,11,143,1,1,France,Standard,Direct,86.61,0,952.71
2505,2026-05-26,11,50,1,0,Turkey,Superior,Corporate,88.3,1,0.0
2506,2026-03-10,3,66,4,2,Portugal,Deluxe,OTA,144.66,1,0.0
2507,2026-04-26,13,162,2,0,UAE,Family,Direct,136.68,0,1776.84
2508,2025-10-11,5,100,4,2,UAE,Family,Corporate,146.79,0,733.95
2509,2025-09-19,1,97,3,1,Greece,Deluxe,Travel Agency,159.08,0,159.08
2510,2025-09-17,6,56,2,0,Italy,Deluxe,Corporate,106.97,0,641.82
2511,2026-03-16,9,137,4,1,UAE,Suite,OTA,231.04,0,2079.36
2512,2025-10-02,9,50,2,2,Greece,Deluxe,Corporate,119.38,0,1074.42
2513,2025-06-13,14,106,2,0,Egypt,Family,Travel Agency,147.86,0,2070.04
2514,2026-06-15,6,61,2,0,Portugal,Family,Travel Agency,175.74,0,1054.44
2515,2026-06-22,8,1,3,2,Turkey,Superior,OTA,91.63,0,733.04
2516,2026-02-23,13,156,3,0,Turkey,Deluxe,OTA,115.02,0,1495.26
2517,2026-03-17,10,176,2,2,Spain,Deluxe,Direct,135.95,1,0.0
2518,2025-11-09,6,15,2,0,France,Suite,Travel Agency,204.28,0,1225.68
2519,2026-02-15,8,42,4,0,Spain,Family,OTA,204.73,0,1637.84
2520,2025-10-15,3,154,2,2,Spain,Family,Corporate,191.68,0,575.04
2521,2025-08-21,12,125,2,2,UAE,Deluxe,Travel Agency,166.56,0,1998.72
2522,2025-01-05,4,143,1,0,Egypt,Superior,Travel Agency,89.43,0,357.72
2523,2025-12-26,2,90,1,0,Spain,Deluxe,Travel Agency,159.91,0,319.82
2524,2025-01-24,11,47,3,0,Turkey,Superior,Travel Agency,114.24,0,1256.64
2525,2025-08-21,2,35,2,2,Turkey,Superior,OTA,91.11,0,182.22
2526,2026-05-19,10,84,2,0,Italy,Standard,OTA,77.45,0,774.5
2527,2025-09-02,11,90,3,0,Turkey,Superior,Corporate,70.68,0,777.48
2528,2026-01-02,3,117,2,0,Egypt,Family,OTA,148.69,0,446.07
2529,2025-12-19,2,177,1,2,UAE,Family,OTA,171.78,1,0.0
2530,2026-06-26,4,141,4,0,UAE,Deluxe,Travel Agency,137.27,0,549.08
2531,2025-03-24,5,161,2,0,Italy,Suite,OTA,247.64,0,1238.2
2532,2025-11-28,2,20,2,0,UAE,Deluxe,Travel Agency,131.72,0,263.44
2533,2025-08-14,12,116,4,0,Egypt,Superior,Corporate,100.61,0,1207.32
2534,2025-07-10,9,27,2,1,Greece,Superior,Corporate,108.78,0,979.02
2535,2025-09-14,7,24,2,0,UAE,Family,Travel Agency,154.81,0,1083.67
2536,2026-03-10,12,42,2,0,Italy,Superior,Corporate,100.21,0,1202.52
2537,2025-01-30,9,65,3,0,Portugal,Family,OTA,179.07,0,1611.63
2538,2025-01-15,10,159,1,1,Greece,Standard,Corporate,117.38,0,1173.8
2539,2025-09-04,1,60,3,2,UAE,Standard,Corporate,59.94,0,59.94
2540,2026-05-21,1,79,2,0,UAE,Suite,OTA,227.38,0,227.38
2541,2025-05-09,11,180,4,1,Portugal,Superior,Direct,178.05,0,1958.55
2542,2025-06-27,13,55,2,0,Spain,Deluxe,Travel Agency,171.11,0,2224.43
2543,2025-04-03,11,74,4,0,Spain,Superior,Travel Agency,137.54,0,1512.94
2544,2025-09-06,7,76,2,0,France,Suite,OTA,252.3,0,1766.1
2545,2025-09-01,2,63,2,0,Portugal,Deluxe,Travel Agency,176.82,1,0.0
2546,2026-03-29,7,119,2,2,Italy,Standard,Travel Agency,58.67,0,410.69
2547,2025-10-27,10,6,4,0,Turkey,Superior,Direct,134.13,0,1341.3
2548,2026-06-18,14,51,4,0,Greece,Family,Travel Agency,192.61,0,2696.54
2549,2025-08-19,13,21,1,0,Portugal,Family,Direct,147.56,0,1918.28
2550,2025-04-20,6,4,2,0,Italy,Family,OTA,165.96,0,995.76
2551,2026-02-04,13,86,1,1,Greece,Superior,Direct,58.29,0,757.77
2552,2026-03-14,3,175,3,0,Spain,Suite,Corporate,242.23,1,0.0
2553,2025-08-23,14,158,2,0,Italy,Suite,OTA,263.63,0,3690.82
2554,2026-02-11,10,19,2,1,Greece,Family,Corporate,161.19,0,1611.9
2555,2026-05-11,2,6,2,0,Portugal,Family,Direct,150.07,0,300.14
2556,2026-03-29,11,74,2,2,Italy,Deluxe,OTA,123.52,0,1358.72
2557,2025-02-27,5,70,2,0,Spain,Superior,Direct,108.42,0,542.1
2558,2025-05-15,13,165,2,2,Greece,Suite,Corporate,252.07,0,3276.91
2559,2025-02-05,4,79,4,0,Spain,Superior,Travel Agency,148.0,0,592.0
2560,2026-05-31,7,115,2,0,Greece,Standard,Travel Agency,45.0,0,315.0
2561,2025-01-09,10,52,2,1,Portugal,Deluxe,Travel Agency,184.31,0,1843.1
2562,2025-03-12,9,37,2,1,Italy,Standard,Direct,83.55,0,751.95
2563,2025-09-07,14,140,4,0,Portugal,Superior,Direct,132.33,0,1852.62
2564,2025-02-19,14,80,1,0,Greece,Deluxe,Corporate,166.05,0,2324.7
2565,2025-03-03,2,139,2,0,France,Standard,Direct,79.9,0,159.8
2566,2025-08-29,9,168,3,0,UAE,Superior,OTA,108.97,0,980.73
2567,2025-02-02,13,140,4,0,Italy,Family,Direct,183.36,0,2383.68
2568,2026-02-25,4,106,1,0,Italy,Family,OTA,167.75,0,671.0
2569,2026-01-25,10,3,2,2,Turkey,Family,Corporate,169.64,0,1696.4
2570,2026-05-09,3,11,1,0,UAE,Superior,Direct,45.0,0,135.0
2571,2025-09-21,12,25,1,1,Spain,Family,Direct,188.32,0,2259.84
2572,2026-03-21,4,68,3,0,Spain,Suite,Travel Agency,219.86,0,879.44
2573,2025-04-17,3,55,2,0,UAE,Standard,Direct,104.86,0,314.58
2574,2025-03-24,10,67,4,0,UAE,Deluxe,Travel Agency,172.56,0,1725.6
2575,2026-03-07,10,120,2,2,Egypt,Deluxe,Travel Agency,137.5,0,1375.0
2576,2026-02-03,14,29,3,0,Portugal,Family,Corporate,188.58,0,2640.12
2577,2025-03-22,4,112,2,0,Egypt,Superior,Corporate,120.24,0,480.96
2578,2025-09-04,10,90,2,0,France,Family,Corporate,160.08,0,1600.8
2579,2026-03-28,9,56,1,0,UAE,Family,OTA,190.46,0,1714.14
