Booking_ID,Booking_Date,Destination,Channel,Booking_Type,Customer_Segment,Supplier,Quantity,Revenue_EUR,Cost_EUR,Status,Profit_EUR,Month,Cancellation_Flag,Year,Month_Name,Month_Number
B0400,2026-02-10,Turkey,B2B,Hotel,Leisure,Supplier A,1,569.88,452.91,Completed,116.97,2026-02,0,2026,Feb,2
B0401,2025-08-07,Portugal,B2C,Flight,Business,Supplier E,2,523.27,448.4,Confirmed,74.87,2025-08,0,2025,Aug,8
B0402,2025-01-10,Spain,B2C,Package,Couple,Supplier B,2,2161.28,1892.54,Confirmed,268.74,2025-01,0,2025,Jan,1
B0403,2025-03-14,Greece,B2C,Transfer,Leisure,Supplier A,1,108.91,89.15,Confirmed,19.76,2025-03,0,2025,Mar,3
B0404,2026-01-12,Turkey,B2B,Hotel,Business,Supplier B,1,453.26,362.59,Completed,90.67,2026-01,0,2026,Jan,1
B0405,2026-06-28,Azerbaijan,B2C,Flight,Couple,Supplier C,1,323.41,238.0,Completed,85.41,2026-06,0,2026,Jun,6
B0406,2025-06-05,Egypt,B2C,Transfer,Leisure,Supplier A,1,98.19,70.01,Confirmed,28.18,2025-06,0,2025,Jun,6
B0407,2025-05-07,Azerbaijan,B2B,Transfer,Couple,Supplier C,1,88.15,75.48,Completed,12.67,2025-05,0,2025,May,5
B0408,2025-09-11,Turkey,B2C,Flight,Family,Supplier A,1,170.49,142.14,Confirmed,28.35,2025-09,0,2025,Sep,9
B0409,2025-07-30,Thailand,B2B,Hotel,Family,Supplier A,1,354.66,311.31,Confirmed,43.35,2025-07,0,2025,Jul,7
B0410,2026-05-22,Egypt,B2C,Flight,Couple,Supplier E,1,188.79,161.62,Cancelled,27.17,2026-05,1,2026,May,5
B0411,2026-06-25,Spain,B2B,Package,Business,Supplier D,3,5518.12,4346.07,Completed,1172.05,2026-06,0,2026,Jun,6
B0412,2026-03-07,UAE,B2B,Hotel,Leisure,Supplier A,3,1411.85,1217.19,Confirmed,194.66,2026-03,0,2026,Mar,3
B0413,2025-03-11,Spain,B2C,Package,Leisure,Supplier A,2,2956.63,2555.19,Confirmed,401.44,2025-03,0,2025,Mar,3
B0414,2026-06-03,Turkey,B2B,Transfer,Couple,Supplier A,3,159.2,129.29,Cancelled,29.91,2026-06,1,2026,Jun,6
B0415,2025-06-06,Turkey,B2B,Flight,Leisure,Supplier E,1,263.95,218.77,Completed,45.18,2025-06,0,2025,Jun,6
B0416,2025-06-09,Thailand,B2B,Package,Leisure,Supplier C,2,2777.06,2033.76,Confirmed,743.3,2025-06,0,2025,Jun,6
B0417,2025-09-02,Spain,B2C,Hotel,Couple,Supplier A,2,1072.27,798.31,Completed,273.96,2025-09,0,2025,Sep,9
B0418,2025-02-26,Turkey,B2C,Hotel,Leisure,Supplier B,1,717.32,559.62,Confirmed,157.7,2025-02,0,2025,Feb,2
B0419,2025-06-17,Portugal,B2B,Package,Business,Supplier C,1,1652.07,1205.08,Confirmed,446.99,2025-06,0,2025,Jun,6
B0420,2025-10-03,Italy,B2B,Flight,Couple,Supplier C,3,492.36,430.57,Confirmed,61.79,2025-10,0,2025,Oct,10
B0421,2025-03-07,Turkey,B2B,Flight,Couple,Supplier E,1,204.0,171.2,Confirmed,32.8,2025-03,0,2025,Mar,3
B0422,2025-02-26,Portugal,B2B,Hotel,Business,Supplier C,1,715.52,625.77,Confirmed,89.75,2025-02,0,2025,Feb,2
B0423,2025-04-29,Greece,B2C,Flight,Leisure,Supplier B,1,326.88,248.64,Completed,78.24,2025-04,0,2025,Apr,4
B0424,2026-04-29,UAE,B2C,Transfer,Business,Supplier A,3,182.62,142.0,Confirmed,40.62,2026-04,0,2026,Apr,4
B0425,2026-03-06,Greece,B2C,Package,Couple,Supplier C,1,1775.27,1296.07,Confirmed,479.2,2026-03,0,2026,Mar,3
B0426,2025-03-21,Azerbaijan,B2C,Package,Leisure,Supplier B,1,1547.58,1093.52,Completed,454.06,2025-03,0,2025,Mar,3
B0427,2026-06-13,Spain,B2C,Transfer,Couple,Supplier C,1,86.44,73.64,Completed,12.8,2026-06,0,2026,Jun,6
B0428,2025-12-02,Italy,B2C,Transfer,Family,Supplier B,1,150.24,121.0,Completed,29.24,2025-12,0,2025,Dec,12
B0429,2025-11-08,Azerbaijan,B2B,Hotel,Family,Supplier E,2,1001.67,749.81,Confirmed,251.86,2025-11,0,2025,Nov,11
B0430,2025-07-20,Thailand,B2C,Hotel,Leisure,Supplier D,1,510.31,406.01,Completed,104.3,2025-07,0,2025,Jul,7
B0431,2025-08-27,Thailand,B2C,Package,Family,Supplier A,2,3012.85,2280.45,Confirmed,732.4,2025-08,0,2025,Aug,8
B0432,2025-11-11,Italy,B2C,Hotel,Couple,Supplier D,1,527.8,373.41,Confirmed,154.39,2025-11,0,2025,Nov,11
B0433,2025-05-26,Turkey,B2C,Flight,Business,Supplier E,2,804.21,628.77,Confirmed,175.44,2025-05,0,2025,May,5
B0434,2026-01-17,Portugal,B2C,Flight,Business,Supplier D,1,351.05,276.62,Cancelled,74.43,2026-01,1,2026,Jan,1
B0435,2025-03-05,Egypt,B2C,Hotel,Family,Supplier C,1,707.56,521.0,Completed,186.56,2025-03,0,2025,Mar,3
B0436,2026-02-07,UAE,B2B,Package,Family,Supplier B,1,886.03,774.91,Confirmed,111.12,2026-02,0,2026,Feb,2
B0437,2025-07-27,France,B2C,Flight,Leisure,Supplier B,2,528.22,452.3,Confirmed,75.92,2025-07,0,2025,Jul,7
B0438,2026-04-23,UAE,B2C,Transfer,Family,Supplier B,2,291.83,240.66,Completed,51.17,2026-04,0,2026,Apr,4
B0439,2025-11-12,Portugal,B2C,Package,Leisure,Supplier B,1,1302.65,1028.43,Cancelled,274.22,2025-11,1,2025,Nov,11
B0440,2025-02-11,Greece,B2C,Package,Leisure,Supplier B,1,1377.74,1179.9,Cancelled,197.84,2025-02,1,2025,Feb,2
B0441,2026-02-10,Thailand,B2B,Flight,Family,Supplier B,1,419.06,309.61,Cancelled,109.45,2026-02,1,2026,Feb,2
B0442,2026-02-19,Portugal,B2C,Hotel,Couple,Supplier A,1,719.48,554.64,Cancelled,164.84,2026-02,1,2026,Feb,2
B0443,2025-05-05,Spain,B2C,Flight,Business,Supplier B,2,694.23,610.85,Confirmed,83.38,2025-05,0,2025,May,5
B0444,2026-01-17,Italy,B2C,Package,Leisure,Supplier A,1,986.0,863.63,Confirmed,122.37,2026-01,0,2026,Jan,1
B0445,2026-03-31,France,B2B,Flight,Leisure,Supplier A,2,697.59,559.51,Completed,138.08,2026-03,0,2026,Mar,3
B0446,2025-02-21,France,B2B,Transfer,Couple,Supplier A,2,212.45,182.31,Confirmed,30.14,2025-02,0,2025,Feb,2
B0447,2026-03-13,France,B2C,Package,Business,Supplier C,1,1666.31,1408.72,Completed,257.59,2026-03,0,2026,Mar,3
B0448,2026-04-02,France,B2C,Flight,Family,Supplier D,2,420.01,354.32,Confirmed,65.69,2026-04,0,2026,Apr,4
B0449,2026-05-06,Spain,B2B,Flight,Couple,Supplier B,2,613.11,489.27,Confirmed,123.84,2026-05,0,2026,May,5
B0450,2025-07-24,Thailand,B2C,Hotel,Couple,Supplier C,2,1117.97,847.9,Confirmed,270.07,2025-07,0,2025,Jul,7
B0451,2026-05-12,UAE,B2B,Package,Family,Supplier B,1,1808.08,1392.11,Confirmed,415.97,2026-05,0,2026,May,5
B0452,2025-11-23,Azerbaijan,B2C,Hotel,Family,Supplier A,2,823.88,611.94,Confirmed,211.94,2025-11,0,2025,Nov,11
B0453,2026-06-27,UAE,B2C,Hotel,Leisure,Supplier B,1,788.27,639.69,Confirmed,148.58,2026-06,0,2026,Jun,6
B0454,2025-09-30,Thailand,B2C,Flight,Couple,Supplier C,1,410.48,315.4,Completed,95.08,2025-09,0,2025,Sep,9
B0455,2025-06-30,Greece,B2B,Package,Leisure,Supplier C,3,1125.62,793.13,Confirmed,332.49,2025-06,0,2025,Jun,6
B0456,2025-05-26,Azerbaijan,B2B,Hotel,Family,Supplier B,2,1772.78,1362.27,Confirmed,410.51,2025-05,0,2025,May,5
B0457,2025-02-08,Italy,B2C,Flight,Business,Supplier A,3,1234.87,999.53,Completed,235.34,2025-02,0,2025,Feb,2
B0458,2026-05-05,Spain,B2C,Package,Business,Supplier C,1,2103.91,1780.62,Completed,323.29,2026-05,0,2026,May,5
B0459,2025-11-28,Spain,B2C,Flight,Business,Supplier A,3,1164.0,865.81,Completed,298.19,2025-11,0,2025,Nov,11
B0460,2026-01-09,Italy,B2B,Package,Leisure,Supplier C,1,1348.42,958.52,Completed,389.9,2026-01,0,2026,Jan,1
B0461,2025-11-27,France,B2B,Hotel,Couple,Supplier C,1,426.0,335.46,Confirmed,90.54,2025-11,0,2025,Nov,11
B0462,2026-01-01,Greece,B2B,Hotel,Family,Supplier C,1,497.56,373.81,Confirmed,123.75,2026-01,0,2026,Jan,1
B0463,2025-07-01,Spain,B2C,Transfer,Business,Supplier E,1,99.79,75.44,Cancelled,24.35,2025-07,1,2025,Jul,7
B0464,2025-08-15,Azerbaijan,B2B,Flight,Business,Supplier C,1,444.72,368.63,Confirmed,76.09,2025-08,0,2025,Aug,8
B0465,2025-09-01,UAE,B2C,Package,Leisure,Supplier C,2,1812.26,1327.67,Completed,484.59,2025-09,0,2025,Sep,9
B0466,2025-01-12,Turkey,B2C,Hotel,Leisure,Supplier C,1,506.04,370.75,Confirmed,135.29,2025-01,0,2025,Jan,1
B0467,2025-04-21,Spain,B2B,Flight,Couple,Supplier D,1,266.12,213.46,Confirmed,52.66,2025-04,0,2025,Apr,4
B0468,2026-02-28,Portugal,B2B,Transfer,Couple,Supplier A,2,207.01,180.79,Confirmed,26.22,2026-02,0,2026,Feb,2
B0469,2025-08-19,France,B2C,Transfer,Leisure,Supplier C,1,100.96,71.46,Cancelled,29.5,2025-08,1,2025,Aug,8
B0470,2025-11-23,Turkey,B2C,Flight,Family,Supplier B,2,884.45,770.58,Cancelled,113.87,2025-11,1,2025,Nov,11
B0471,2025-06-14,Italy,B2B,Flight,Couple,Supplier A,2,648.76,480.77,Confirmed,167.99,2025-06,0,2025,Jun,6
B0472,2025-06-18,Azerbaijan,B2C,Transfer,Leisure,Supplier A,1,96.08,77.82,Confirmed,18.26,2025-06,0,2025,Jun,6
B0473,2025-07-30,Greece,B2B,Transfer,Family,Supplier C,1,61.91,52.04,Confirmed,9.87,2025-07,0,2025,Jul,7
B0474,2025-04-09,Spain,B2B,Transfer,Business,Supplier A,1,76.57,64.94,Confirmed,11.63,2025-04,0,2025,Apr,4
B0475,2025-01-04,Egypt,B2B,Flight,Couple,Supplier B,1,259.66,210.92,Confirmed,48.74,2025-01,0,2025,Jan,1
B0476,2025-01-27,Greece,B2B,Hotel,Leisure,Supplier D,1,582.18,469.0,Confirmed,113.18,2025-01,0,2025,Jan,1
B0477,2025-11-12,Egypt,B2B,Transfer,Family,Supplier A,3,335.58,248.0,Confirmed,87.58,2025-11,0,2025,Nov,11
B0478,2026-02-01,France,B2B,Package,Family,Supplier B,2,2789.66,1964.63,Cancelled,825.03,2026-02,1,2026,Feb,2
B0479,2025-02-15,Turkey,B2B,Transfer,Family,Supplier B,1,120.64,89.48,Confirmed,31.16,2025-02,0,2025,Feb,2
B0480,2025-03-05,France,B2C,Flight,Family,Supplier E,2,1036.13,836.16,Confirmed,199.97,2025-03,0,2025,Mar,3
B0481,2025-08-21,Thailand,B2B,Flight,Couple,Supplier E,2,495.98,385.41,Completed,110.57,2025-08,0,2025,Aug,8
B0482,2025-08-30,Portugal,B2C,Package,Couple,Supplier A,3,5471.07,4511.65,Completed,959.42,2025-08,0,2025,Aug,8
B0483,2026-06-14,Azerbaijan,B2C,Hotel,Couple,Supplier B,1,626.03,469.11,Confirmed,156.92,2026-06,0,2026,Jun,6
B0484,2025-08-05,Greece,B2C,Hotel,Couple,Supplier A,2,1572.43,1124.95,Completed,447.48,2025-08,0,2025,Aug,8
B0485,2025-07-26,France,B2B,Package,Leisure,Supplier A,2,2092.82,1550.36,Confirmed,542.46,2025-07,0,2025,Jul,7
B0486,2026-02-11,Thailand,B2B,Package,Couple,Supplier A,3,2684.51,1912.7,Confirmed,771.81,2026-02,0,2026,Feb,2
B0487,2026-06-20,Egypt,B2B,Flight,Business,Supplier B,3,1022.84,878.02,Cancelled,144.82,2026-06,1,2026,Jun,6
B0488,2025-04-13,Italy,B2B,Flight,Family,Supplier D,1,180.59,143.74,Confirmed,36.85,2025-04,0,2025,Apr,4
B0489,2026-01-28,Portugal,B2C,Transfer,Business,Supplier C,2,255.31,224.4,Cancelled,30.91,2026-01,1,2026,Jan,1
B0490,2025-05-28,Azerbaijan,B2C,Transfer,Couple,Supplier C,1,62.82,50.28,Completed,12.54,2025-05,0,2025,May,5
B0491,2025-02-20,Portugal,B2B,Package,Leisure,Supplier C,1,1003.25,803.82,Completed,199.43,2025-02,0,2025,Feb,2
B0492,2025-11-15,Turkey,B2C,Transfer,Business,Supplier B,1,93.52,68.41,Completed,25.11,2025-11,0,2025,Nov,11
B0493,2026-03-30,UAE,B2B,Package,Leisure,Supplier B,2,2618.55,1878.55,Confirmed,740.0,2026-03,0,2026,Mar,3
B0494,2025-08-05,Egypt,B2B,Transfer,Leisure,Supplier E,1,57.4,47.99,Confirmed,9.41,2025-08,0,2025,Aug,8
B0495,2025-03-09,Turkey,B2C,Transfer,Leisure,Supplier B,1,124.03,107.52,Confirmed,16.51,2025-03,0,2025,Mar,3
B0496,2025-07-25,Spain,B2C,Hotel,Couple,Supplier A,1,632.1,487.9,Confirmed,144.2,2025-07,0,2025,Jul,7
B0497,2025-07-23,Turkey,B2B,Package,Couple,Supplier A,1,1674.58,1329.24,Cancelled,345.34,2025-07,1,2025,Jul,7
B0498,2025-09-05,UAE,B2B,Transfer,Business,Supplier D,3,296.31,212.17,Completed,84.14,2025-09,0,2025,Sep,9
B0499,2025-12-25,UAE,B2B,Hotel,Leisure,Supplier C,1,560.19,470.99,Completed,89.2,2025-12,0,2025,Dec,12
B0500,2026-01-31,Spain,B2C,Hotel,Business,Supplier B,1,516.95,365.23,Confirmed,151.72,2026-01,0,2026,Jan,1
B0501,2025-10-03,Egypt,B2C,Flight,Couple,Supplier B,1,249.58,178.64,Completed,70.94,2025-10,0,2025,Oct,10
B0502,2025-01-09,Greece,B2B,Package,Family,Supplier D,2,1568.14,1254.02,Confirmed,314.12,2025-01,0,2025,Jan,1
B0503,2025-12-24,Portugal,B2C,Package,Couple,Supplier C,3,2591.47,2094.18,Confirmed,497.29,2025-12,0,2025,Dec,12
B0504,2026-02-11,Azerbaijan,B2C,Flight,Family,Supplier E,3,381.3,330.01,Confirmed,51.29,2026-02,0,2026,Feb,2
B0505,2025-10-17,Turkey,B2B,Flight,Leisure,Supplier C,1,327.33,251.56,Completed,75.77,2025-10,0,2025,Oct,10
B0506,2025-11-29,Turkey,B2B,Package,Business,Supplier B,3,3646.17,3122.03,Completed,524.14,2025-11,0,2025,Nov,11
B0507,2025-09-04,Spain,B2B,Transfer,Business,Supplier A,2,154.46,110.37,Confirmed,44.09,2025-09,0,2025,Sep,9
B0508,2025-10-30,Turkey,B2B,Transfer,Couple,Supplier A,3,364.16,266.29,Completed,97.87,2025-10,0,2025,Oct,10
B0509,2025-07-14,UAE,B2B,Hotel,Family,Supplier E,1,544.26,443.78,Completed,100.48,2025-07,0,2025,Jul,7
B0510,2025-06-24,Thailand,B2B,Hotel,Leisure,Supplier D,1,538.62,389.88,Completed,148.74,2025-06,0,2025,Jun,6
B0511,2025-09-22,Thailand,B2B,Hotel,Leisure,Supplier B,1,536.22,433.87,Completed,102.35,2025-09,0,2025,Sep,9
B0512,2025-08-17,Turkey,B2B,Transfer,Family,Supplier C,3,350.26,256.21,Confirmed,94.05,2025-08,0,2025,Aug,8
B0513,2025-10-29,Portugal,B2B,Flight,Leisure,Supplier E,3,673.7,516.16,Confirmed,157.54,2025-10,0,2025,Oct,10
B0514,2025-03-14,Portugal,B2C,Hotel,Couple,Supplier E,1,493.85,347.99,Confirmed,145.86,2025-03,0,2025,Mar,3
B0515,2026-02-28,Spain,B2C,Hotel,Business,Supplier C,2,1097.13,958.72,Confirmed,138.41,2026-02,0,2026,Feb,2
B0516,2026-04-14,France,B2C,Package,Leisure,Supplier D,1,1435.39,1085.34,Confirmed,350.05,2026-04,0,2026,Apr,4
B0517,2025-07-01,UAE,B2C,Flight,Couple,Supplier C,1,235.84,192.29,Confirmed,43.55,2025-07,0,2025,Jul,7
B0518,2025-06-22,Azerbaijan,B2B,Hotel,Leisure,Supplier B,3,1554.64,1261.63,Cancelled,293.01,2025-06,1,2025,Jun,6
B0519,2026-03-21,Egypt,B2B,Transfer,Couple,Supplier D,1,89.32,63.46,Completed,25.86,2026-03,0,2026,Mar,3
B0520,2025-02-08,Thailand,B2B,Hotel,Leisure,Supplier C,3,2296.19,1631.21,Completed,664.98,2025-02,0,2025,Feb,2
B0521,2025-07-15,Spain,B2C,Flight,Business,Supplier C,1,265.04,218.55,Confirmed,46.49,2025-07,0,2025,Jul,7
B0522,2025-05-13,Italy,B2B,Transfer,Business,Supplier A,1,86.95,68.84,Completed,18.11,2025-05,0,2025,May,5
B0523,2025-11-02,Turkey,B2B,Transfer,Couple,Supplier B,1,106.62,80.51,Cancelled,26.11,2025-11,1,2025,Nov,11
B0524,2026-05-17,UAE,B2C,Hotel,Couple,Supplier A,1,720.03,572.33,Confirmed,147.7,2026-05,0,2026,May,5
B0525,2025-08-18,France,B2C,Hotel,Business,Supplier A,1,333.33,255.4,Confirmed,77.93,2025-08,0,2025,Aug,8
B0526,2025-02-08,Egypt,B2C,Package,Leisure,Supplier A,1,1171.33,994.41,Completed,176.92,2025-02,0,2025,Feb,2
B0527,2025-02-19,Italy,B2B,Transfer,Couple,Supplier A,3,238.99,168.12,Confirmed,70.87,2025-02,0,2025,Feb,2
B0528,2025-09-16,Portugal,B2C,Hotel,Leisure,Supplier C,2,296.47,248.1,Confirmed,48.37,2025-09,0,2025,Sep,9
B0529,2025-04-14,Thailand,B2C,Package,Couple,Supplier A,3,2197.14,1542.79,Confirmed,654.35,2025-04,0,2025,Apr,4
B0530,2025-05-01,Turkey,B2C,Flight,Couple,Supplier B,3,1009.29,883.79,Completed,125.5,2025-05,0,2025,May,5
B0531,2025-07-24,Turkey,B2B,Hotel,Couple,Supplier C,1,537.69,387.0,Confirmed,150.69,2025-07,0,2025,Jul,7
B0532,2025-02-10,Thailand,B2C,Transfer,Couple,Supplier C,1,110.41,86.32,Completed,24.09,2025-02,0,2025,Feb,2
B0533,2025-01-03,Spain,B2C,Flight,Couple,Supplier B,1,317.55,230.86,Confirmed,86.69,2025-01,0,2025,Jan,1
B0534,2026-06-08,Italy,B2B,Flight,Business,Supplier D,1,236.38,196.84,Confirmed,39.54,2026-06,0,2026,Jun,6
B0535,2025-09-28,Portugal,B2C,Flight,Business,Supplier A,1,197.08,154.25,Completed,42.83,2025-09,0,2025,Sep,9
B0536,2026-01-04,UAE,B2C,Transfer,Leisure,Supplier A,1,52.08,44.82,Completed,7.26,2026-01,0,2026,Jan,1
B0537,2025-05-22,France,B2B,Package,Couple,Supplier E,1,1015.82,836.9,Confirmed,178.92,2025-05,0,2025,May,5
B0538,2025-04-06,UAE,B2C,Package,Leisure,Supplier D,2,3227.93,2407.52,Completed,820.41,2025-04,0,2025,Apr,4
B0539,2026-04-13,Turkey,B2B,Transfer,Couple,Supplier B,1,152.38,124.75,Completed,27.63,2026-04,0,2026,Apr,4
B0540,2025-05-16,Spain,B2C,Hotel,Couple,Supplier E,2,896.83,730.56,Cancelled,166.27,2025-05,1,2025,May,5
B0541,2026-03-25,France,B2B,Transfer,Leisure,Supplier B,2,191.7,139.37,Completed,52.33,2026-03,0,2026,Mar,3
B0542,2026-05-15,Italy,B2B,Transfer,Leisure,Supplier A,1,74.96,59.38,Completed,15.58,2026-05,0,2026,May,5
B0543,2025-11-18,Spain,B2B,Hotel,Leisure,Supplier D,1,484.76,345.55,Confirmed,139.21,2025-11,0,2025,Nov,11
B0544,2026-05-09,UAE,B2C,Transfer,Leisure,Supplier A,1,99.91,87.14,Completed,12.77,2026-05,0,2026,May,5
B0545,2026-06-02,Portugal,B2C,Transfer,Leisure,Supplier D,1,59.17,45.14,Completed,14.03,2026-06,0,2026,Jun,6
B0546,2025-09-04,UAE,B2C,Package,Business,Supplier E,2,1819.87,1490.56,Confirmed,329.31,2025-09,0,2025,Sep,9
B0547,2026-02-17,Greece,B2B,Flight,Couple,Supplier E,2,852.48,637.41,Confirmed,215.07,2026-02,0,2026,Feb,2
B0548,2025-04-01,Portugal,B2B,Transfer,Leisure,Supplier D,1,114.12,81.57,Completed,32.55,2025-04,0,2025,Apr,4
B0549,2025-04-16,Egypt,B2C,Transfer,Leisure,Supplier A,3,364.48,296.12,Confirmed,68.36,2025-04,0,2025,Apr,4
B0550,2025-11-08,Thailand,B2B,Hotel,Family,Supplier C,1,425.57,313.66,Confirmed,111.91,2025-11,0,2025,Nov,11
B0551,2025-08-17,Portugal,B2B,Package,Family,Supplier D,1,1714.87,1399.17,Confirmed,315.7,2025-08,0,2025,Aug,8
B0552,2025-04-10,Greece,B2B,Flight,Family,Supplier C,3,1109.51,785.04,Completed,324.47,2025-04,0,2025,Apr,4
B0553,2026-06-19,UAE,B2C,Flight,Business,Supplier D,1,262.34,229.91,Cancelled,32.43,2026-06,1,2026,Jun,6
B0554,2026-02-24,Italy,B2C,Package,Business,Supplier A,2,3149.49,2534.82,Completed,614.67,2026-02,0,2026,Feb,2
B0555,2025-08-09,Portugal,B2B,Hotel,Leisure,Supplier D,1,621.39,449.3,Confirmed,172.09,2025-08,0,2025,Aug,8
B0556,2025-05-07,Portugal,B2C,Transfer,Couple,Supplier A,3,370.59,321.32,Confirmed,49.27,2025-05,0,2025,May,5
B0557,2025-02-19,Thailand,B2B,Transfer,Business,Supplier E,1,67.21,52.36,Cancelled,14.85,2025-02,1,2025,Feb,2
B0558,2025-05-12,Italy,B2B,Transfer,Couple,Supplier D,3,128.08,111.4,Confirmed,16.68,2025-05,0,2025,May,5
B0559,2025-09-12,Turkey,B2B,Transfer,Family,Supplier D,1,89.11,76.6,Cancelled,12.51,2025-09,1,2025,Sep,9
B0560,2025-05-22,Egypt,B2B,Package,Business,Supplier B,1,1153.12,866.53,Completed,286.59,2025-05,0,2025,May,5
B0561,2025-10-25,UAE,B2C,Hotel,Family,Supplier A,1,514.73,430.27,Confirmed,84.46,2025-10,0,2025,Oct,10
B0562,2026-05-07,Azerbaijan,B2B,Transfer,Couple,Supplier A,3,307.55,261.9,Completed,45.65,2026-05,0,2026,May,5
B0563,2025-04-20,Spain,B2C,Transfer,Leisure,Supplier A,1,112.63,82.44,Confirmed,30.19,2025-04,0,2025,Apr,4
B0564,2025-10-01,France,B2B,Package,Business,Supplier A,1,1660.72,1456.85,Completed,203.87,2025-10,0,2025,Oct,10
B0565,2025-07-28,Thailand,B2B,Flight,Couple,Supplier A,3,1067.44,904.34,Confirmed,163.1,2025-07,0,2025,Jul,7
B0566,2025-08-18,Thailand,B2C,Transfer,Family,Supplier A,2,155.35,122.89,Completed,32.46,2025-08,0,2025,Aug,8
B0567,2026-02-01,Egypt,B2C,Package,Leisure,Supplier C,1,1358.09,1094.98,Confirmed,263.11,2026-02,0,2026,Feb,2
B0568,2026-03-30,Greece,B2C,Package,Business,Supplier C,2,3691.55,2781.8,Cancelled,909.75,2026-03,1,2026,Mar,3
B0569,2025-07-01,Italy,B2C,Hotel,Leisure,Supplier D,1,653.91,532.63,Completed,121.28,2025-07,0,2025,Jul,7
B0570,2026-03-15,Turkey,B2C,Package,Business,Supplier E,1,1383.41,1008.25,Confirmed,375.16,2026-03,0,2026,Mar,3
B0571,2025-01-06,UAE,B2C,Transfer,Leisure,Supplier B,1,89.44,75.49,Confirmed,13.95,2025-01,0,2025,Jan,1
B0572,2025-02-22,Azerbaijan,B2B,Package,Family,Supplier A,1,952.32,761.78,Completed,190.54,2025-02,0,2025,Feb,2
B0573,2026-06-23,Greece,B2C,Hotel,Business,Supplier D,3,1077.55,823.22,Completed,254.33,2026-06,0,2026,Jun,6
B0574,2026-02-18,Italy,B2C,Package,Business,Supplier C,1,1405.61,1124.15,Confirmed,281.46,2026-02,0,2026,Feb,2
B0575,2026-01-05,Turkey,B2B,Hotel,Leisure,Supplier A,1,421.32,367.58,Confirmed,53.74,2026-01,0,2026,Jan,1
B0576,2026-04-02,Greece,B2C,Hotel,Family,Supplier D,1,638.02,484.16,Confirmed,153.86,2026-04,0,2026,Apr,4
B0577,2026-01-31,Turkey,B2C,Package,Family,Supplier E,3,4508.5,3964.51,Confirmed,543.99,2026-01,0,2026,Jan,1
B0578,2026-04-02,Portugal,B2B,Flight,Business,Supplier C,3,859.78,671.27,Completed,188.51,2026-04,0,2026,Apr,4
B0579,2025-03-26,Italy,B2C,Hotel,Leisure,Supplier B,1,573.97,442.23,Confirmed,131.74,2025-03,0,2025,Mar,3
B0580,2026-03-11,Italy,B2B,Hotel,Leisure,Supplier B,1,681.01,561.98,Confirmed,119.03,2026-03,0,2026,Mar,3
B0581,2026-04-16,UAE,B2C,Flight,Leisure,Supplier A,1,183.3,154.51,Confirmed,28.79,2026-04,0,2026,Apr,4
B0582,2025-09-15,Thailand,B2C,Flight,Family,Supplier D,2,866.26,698.1,Confirmed,168.16,2025-09,0,2025,Sep,9
B0583,2026-04-07,Egypt,B2B,Transfer,Leisure,Supplier D,1,79.99,64.34,Cancelled,15.65,2026-04,1,2026,Apr,4
B0584,2025-01-07,Azerbaijan,B2C,Flight,Leisure,Supplier C,3,1009.61,808.62,Cancelled,200.99,2025-01,1,2025,Jan,1
B0585,2025-04-19,Turkey,B2C,Package,Family,Supplier D,2,3216.84,2408.02,Completed,808.82,2025-04,0,2025,Apr,4
B0586,2026-02-09,Spain,B2C,Transfer,Business,Supplier B,2,221.52,174.93,Confirmed,46.59,2026-02,0,2026,Feb,2
B0587,2025-10-30,France,B2B,Package,Leisure,Supplier E,3,3571.31,3004.48,Completed,566.83,2025-10,0,2025,Oct,10
B0588,2025-05-25,Italy,B2C,Flight,Couple,Supplier E,3,838.17,705.7,Confirmed,132.47,2025-05,0,2025,May,5
B0589,2025-03-29,Turkey,B2B,Hotel,Business,Supplier D,3,1102.13,836.6,Confirmed,265.53,2025-03,0,2025,Mar,3
B0590,2025-05-26,France,B2C,Hotel,Family,Supplier B,1,510.72,365.65,Confirmed,145.07,2025-05,0,2025,May,5
B0591,2025-07-05,Azerbaijan,B2B,Flight,Leisure,Supplier C,1,455.61,400.8,Completed,54.81,2025-07,0,2025,Jul,7
B0592,2025-09-14,Italy,B2B,Hotel,Family,Supplier C,1,635.38,518.26,Confirmed,117.12,2025-09,0,2025,Sep,9
B0593,2025-08-29,Italy,B2C,Package,Business,Supplier C,2,3354.72,2419.76,Confirmed,934.96,2025-08,0,2025,Aug,8
B0594,2026-04-07,UAE,B2C,Package,Family,Supplier C,2,2907.47,2474.73,Confirmed,432.74,2026-04,0,2026,Apr,4
B0595,2025-06-22,Spain,B2C,Package,Business,Supplier D,1,1909.61,1400.14,Confirmed,509.47,2025-06,0,2025,Jun,6
B0596,2026-01-04,France,B2B,Package,Couple,Supplier D,1,1790.14,1360.89,Confirmed,429.25,2026-01,0,2026,Jan,1
B0597,2025-11-09,Portugal,B2C,Flight,Leisure,Supplier C,1,332.62,250.72,Completed,81.9,2025-11,0,2025,Nov,11
B0598,2025-07-21,Turkey,B2C,Flight,Leisure,Supplier E,1,161.55,120.63,Confirmed,40.92,2025-07,0,2025,Jul,7
B0599,2026-02-19,Azerbaijan,B2C,Hotel,Family,Supplier E,3,1852.97,1449.9,Confirmed,403.07,2026-02,0,2026,Feb,2
